NeuronID,Time,SpikeRate,Ensemble,Type,Stimulus
Neuron_1,220,2.365088038629721,Ensemble_1,Wide,0
Neuron_1,221,0.6056369145344527,Ensemble_1,Wide,0
Neuron_1,222,2.43895388225901,Ensemble_1,Wide,0
Neuron_1,223,1.891219317148376,Ensemble_1,Wide,0
Neuron_1,224,1.6687170223838137,Ensemble_1,Wide,0
Neuron_1,225,2.1874062261830125,Ensemble_1,Wide,0
Neuron_1,226,2.294278583363818,Ensemble_1,Wide,0
Neuron_1,227,3.240876586208008,Ensemble_1,Wide,0
Neuron_1,228,2.103029926914455,Ensemble_1,Wide,0
Neuron_1,229,1.7750479723739974,Ensemble_1,Wide,0
Neuron_1,230,1.9756927089786605,Ensemble_1,Wide,0
Neuron_1,231,2.270576533192905,Ensemble_1,Wide,0
Neuron_1,232,0.8031869118927337,Ensemble_1,Wide,0
Neuron_1,233,2.1432709224272486,Ensemble_1,Wide,0
Neuron_1,234,2.4460027676705582,Ensemble_1,Wide,0
Neuron_1,235,1.882572083767856,Ensemble_1,Wide,0
Neuron_1,236,1.8987266201756687,Ensemble_1,Wide,0
Neuron_1,237,1.289227933244927,Ensemble_1,Wide,0
Neuron_1,238,1.593997547293117,Ensemble_1,Wide,0
Neuron_1,239,1.635195104485843,Ensemble_1,Wide,0
Neuron_1,240,2.220172703362631,Ensemble_1,Wide,0
Neuron_1,241,2.366902546413188,Ensemble_1,Wide,0
Neuron_1,242,2.7015349899858627,Ensemble_1,Wide,0
Neuron_1,243,2.178279549031873,Ensemble_1,Wide,0
Neuron_1,244,1.1367383993069922,Ensemble_1,Wide,0
Neuron_1,245,2.657194388164177,Ensemble_1,Wide,0
Neuron_1,246,1.4230575590615442,Ensemble_1,Wide,0
Neuron_1,247,1.991916412190184,Ensemble_1,Wide,0
Neuron_1,248,1.5912946996226984,Ensemble_1,Wide,0
Neuron_1,249,1.906242167100458,Ensemble_1,Wide,0
Neuron_1,250,2.325083098829533,Ensemble_1,Wide,0
Neuron_1,251,2.126567208360713,Ensemble_1,Wide,0
Neuron_1,252,1.5931870196433098,Ensemble_1,Wide,0
Neuron_1,253,2.334657433250673,Ensemble_1,Wide,0
Neuron_1,254,2.9255553582999934,Ensemble_1,Wide,0
Neuron_1,255,2.030922046846669,Ensemble_1,Wide,0
Neuron_1,256,1.689370779497967,Ensemble_1,Wide,0
Neuron_1,257,2.437619797290178,Ensemble_1,Wide,0
Neuron_1,258,1.518753259033479,Ensemble_1,Wide,0
Neuron_1,259,1.972121567265451,Ensemble_1,Wide,0
Neuron_1,260,1.7596799425091365,Ensemble_1,Wide,0
Neuron_1,261,2.8335492491411403,Ensemble_1,Wide,0
Neuron_1,262,2.018678225360538,Ensemble_1,Wide,0
Neuron_1,263,1.7090363228365022,Ensemble_1,Wide,0
Neuron_1,264,1.7649192227660944,Ensemble_1,Wide,0
Neuron_1,265,0.7467173927582602,Ensemble_1,Wide,0
Neuron_1,266,1.8376956359696663,Ensemble_1,Wide,0
Neuron_1,267,2.1462970455228376,Ensemble_1,Wide,0
Neuron_1,268,1.8291905682339349,Ensemble_1,Wide,0
Neuron_1,269,1.4880045800828086,Ensemble_1,Wide,0
Neuron_1,270,2.355479806892312,Ensemble_1,Wide,0
Neuron_1,271,1.9968934186353071,Ensemble_1,Wide,0
Neuron_1,272,2.983783505719865,Ensemble_1,Wide,0
Neuron_1,273,1.6618436824015244,Ensemble_1,Wide,0
Neuron_1,274,1.9933061163459684,Ensemble_1,Wide,0
Neuron_1,275,1.8893604296971984,Ensemble_1,Wide,0
Neuron_1,276,1.7466669214144073,Ensemble_1,Wide,0
Neuron_1,277,12.70171298502608,Ensemble_1,Wide,1
Neuron_1,278,11.819871298276247,Ensemble_1,Wide,0
Neuron_1,279,12.563631156869768,Ensemble_1,Wide,0
Neuron_1,280,11.58560772431263,Ensemble_1,Wide,0
Neuron_1,281,11.888735461247377,Ensemble_1,Wide,0
Neuron_1,282,12.375971362405139,Ensemble_1,Wide,0
Neuron_1,283,13.158706306801395,Ensemble_1,Wide,0
Neuron_1,284,13.067275117249713,Ensemble_1,Wide,0
Neuron_1,285,12.325884359205848,Ensemble_1,Wide,0
Neuron_1,286,9.743821747132294,Ensemble_1,Wide,0
Neuron_1,287,12.638161075907156,Ensemble_1,Wide,0
Neuron_1,288,12.289193937930325,Ensemble_1,Wide,0
Neuron_1,289,13.214357737176618,Ensemble_1,Wide,0
Neuron_1,290,13.075061907909816,Ensemble_1,Wide,0
Neuron_1,291,11.566550735008498,Ensemble_1,Wide,0
Neuron_1,292,12.76594311155457,Ensemble_1,Wide,0
Neuron_1,293,9.397267179944222,Ensemble_1,Wide,0
Neuron_1,294,13.961399698582941,Ensemble_1,Wide,0
Neuron_1,295,11.704860379598015,Ensemble_1,Wide,0
Neuron_1,296,14.220716782786852,Ensemble_1,Wide,0
Neuron_1,297,2.02067342799224,Ensemble_1,Wide,0
Neuron_1,298,2.307072426116676,Ensemble_1,Wide,0
Neuron_1,299,2.156560047323902,Ensemble_1,Wide,0
Neuron_1,300,2.46792357938604,Ensemble_1,Wide,0
Neuron_1,301,2.414902297322385,Ensemble_1,Wide,0
Neuron_1,302,1.849141584539833,Ensemble_1,Wide,0
Neuron_1,303,1.851962234598467,Ensemble_1,Wide,0
Neuron_1,304,2.414294625409634,Ensemble_1,Wide,0
Neuron_1,305,2.933558961587482,Ensemble_1,Wide,0
Neuron_1,306,1.8025288934005024,Ensemble_1,Wide,0
Neuron_1,307,1.6983595354145855,Ensemble_1,Wide,0
Neuron_1,308,1.4104364432776064,Ensemble_1,Wide,0
Neuron_1,309,2.285193783735429,Ensemble_1,Wide,0
Neuron_1,310,13.306267597464137,Ensemble_1,Wide,1
Neuron_1,311,10.682061605437013,Ensemble_1,Wide,0
Neuron_1,312,12.578145640511964,Ensemble_1,Wide,0
Neuron_1,313,11.130885322199784,Ensemble_1,Wide,0
Neuron_1,314,10.86107494597141,Ensemble_1,Wide,0
Neuron_1,315,11.457590626669582,Ensemble_1,Wide,0
Neuron_1,316,13.708860378432455,Ensemble_1,Wide,0
Neuron_1,317,13.18080447714269,Ensemble_1,Wide,0
Neuron_1,318,11.930823081747223,Ensemble_1,Wide,0
Neuron_1,319,11.828034365557443,Ensemble_1,Wide,0
Neuron_1,320,12.508095189114115,Ensemble_1,Wide,0
Neuron_1,321,10.438190945588158,Ensemble_1,Wide,0
Neuron_1,322,12.605311426162372,Ensemble_1,Wide,0
Neuron_1,323,11.920464398417039,Ensemble_1,Wide,0
Neuron_1,324,9.231666771155451,Ensemble_1,Wide,0
Neuron_1,325,11.479388580583315,Ensemble_1,Wide,0
Neuron_1,326,12.536260682639192,Ensemble_1,Wide,0
Neuron_1,327,9.788630996664201,Ensemble_1,Wide,0
Neuron_1,328,12.433386560414739,Ensemble_1,Wide,0
Neuron_1,329,10.632047786008458,Ensemble_1,Wide,0
Neuron_1,330,2.207413485544636,Ensemble_1,Wide,0
Neuron_1,331,1.8512501660965728,Ensemble_1,Wide,0
Neuron_1,332,1.832114428852217,Ensemble_1,Wide,0
Neuron_1,333,2.458257896659134,Ensemble_1,Wide,0
Neuron_1,334,2.530034980085848,Ensemble_1,Wide,0
Neuron_1,335,1.656174914679721,Ensemble_1,Wide,0
Neuron_1,336,2.419658554854629,Ensemble_1,Wide,0
Neuron_1,337,2.652972441032528,Ensemble_1,Wide,0
Neuron_1,338,1.989221177182644,Ensemble_1,Wide,0
Neuron_1,339,2.047956367114556,Ensemble_1,Wide,0
Neuron_1,340,2.1913560059843262,Ensemble_1,Wide,0
Neuron_1,341,1.5739605860731458,Ensemble_1,Wide,0
Neuron_1,342,1.4718041190294333,Ensemble_1,Wide,0
Neuron_1,343,3.2801138940010297,Ensemble_1,Wide,0
Neuron_1,344,1.9199155889245336,Ensemble_1,Wide,0
Neuron_1,345,1.140713208985893,Ensemble_1,Wide,0
Neuron_1,346,2.199936010826826,Ensemble_1,Wide,0
Neuron_1,347,2.3272962030193582,Ensemble_1,Wide,0
Neuron_1,348,1.0537599904036457,Ensemble_1,Wide,0
Neuron_1,349,1.7733032608624166,Ensemble_1,Wide,0
Neuron_1,350,2.4112893144555163,Ensemble_1,Wide,0
Neuron_1,351,2.3169509895055875,Ensemble_1,Wide,0
Neuron_1,352,1.8761061744265333,Ensemble_1,Wide,0
Neuron_1,353,1.5187420271766956,Ensemble_1,Wide,0
Neuron_1,354,2.5688867159847497,Ensemble_1,Wide,0
Neuron_1,355,1.4142685293872683,Ensemble_1,Wide,0
Neuron_1,356,3.0144860693068574,Ensemble_1,Wide,0
Neuron_1,357,2.304278887275765,Ensemble_1,Wide,0
Neuron_1,358,1.5787426545470162,Ensemble_1,Wide,0
Neuron_1,359,1.861061230297528,Ensemble_1,Wide,0
Neuron_1,360,1.7552328457895137,Ensemble_1,Wide,0
Neuron_1,361,2.065444420473691,Ensemble_1,Wide,0
Neuron_1,362,1.964063566303836,Ensemble_1,Wide,0
Neuron_1,363,2.401138120830817,Ensemble_1,Wide,0
Neuron_1,364,1.9948564589270763,Ensemble_1,Wide,0
Neuron_1,365,1.9373970870824149,Ensemble_1,Wide,0
Neuron_1,366,1.859127097409872,Ensemble_1,Wide,0
Neuron_1,367,2.427447811862339,Ensemble_1,Wide,0
Neuron_1,368,2.591896351296662,Ensemble_1,Wide,0
Neuron_1,369,1.436183490904792,Ensemble_1,Wide,0
Neuron_1,370,2.476489218607038,Ensemble_1,Wide,0
Neuron_1,371,2.68248228236342,Ensemble_1,Wide,0
Neuron_1,372,1.7147263274076436,Ensemble_1,Wide,0
Neuron_1,373,1.9106904538666232,Ensemble_1,Wide,0
Neuron_1,374,1.8866698084486704,Ensemble_1,Wide,0
Neuron_1,375,2.262270613282696,Ensemble_1,Wide,0
Neuron_1,376,1.7117348613307275,Ensemble_1,Wide,0
Neuron_1,377,2.574561838239652,Ensemble_1,Wide,0
Neuron_1,378,0.8284706018942989,Ensemble_1,Wide,0
Neuron_1,379,1.9512603794396468,Ensemble_1,Wide,0
Neuron_1,380,1.880256008610156,Ensemble_1,Wide,0
Neuron_1,381,12.37811124690664,Ensemble_1,Wide,1
Neuron_1,382,13.21480172755933,Ensemble_1,Wide,0
Neuron_1,383,11.965709775462077,Ensemble_1,Wide,0
Neuron_1,384,12.518838619184137,Ensemble_1,Wide,0
Neuron_1,385,14.802035784667725,Ensemble_1,Wide,0
Neuron_1,386,11.610715586471434,Ensemble_1,Wide,0
Neuron_1,387,12.76674645630165,Ensemble_1,Wide,0
Neuron_1,388,12.625083243592844,Ensemble_1,Wide,0
Neuron_1,389,11.387944367028082,Ensemble_1,Wide,0
Neuron_1,390,11.35369443654699,Ensemble_1,Wide,0
Neuron_1,391,10.860801033209244,Ensemble_1,Wide,0
Neuron_1,392,13.207030764125285,Ensemble_1,Wide,0
Neuron_1,393,10.905890494898587,Ensemble_1,Wide,0
Neuron_1,394,11.083046355077883,Ensemble_1,Wide,0
Neuron_1,395,11.64411834482134,Ensemble_1,Wide,0
Neuron_1,396,10.53031161002615,Ensemble_1,Wide,0
Neuron_1,397,11.669094387983137,Ensemble_1,Wide,0
Neuron_1,398,12.296290890777204,Ensemble_1,Wide,0
Neuron_1,399,10.397241357798642,Ensemble_1,Wide,0
Neuron_1,400,15.455000504544048,Ensemble_1,Wide,0
Neuron_1,401,5.141493018158042,Ensemble_1,Wide,0
Neuron_1,402,4.634165620049079,Ensemble_1,Wide,0
Neuron_1,403,5.210082939861991,Ensemble_1,Wide,0
Neuron_1,404,3.6154307912091226,Ensemble_1,Wide,0
Neuron_1,405,5.269661370827139,Ensemble_1,Wide,0
Neuron_1,406,4.717706449512313,Ensemble_1,Wide,0
Neuron_1,407,4.258867601252685,Ensemble_1,Wide,0
Neuron_1,408,5.065524087503193,Ensemble_1,Wide,0
Neuron_1,409,5.156539621748887,Ensemble_1,Wide,0
Neuron_1,410,3.675457414756862,Ensemble_1,Wide,0
Neuron_1,411,4.659984325086548,Ensemble_1,Wide,0
Neuron_1,412,3.4693115101053107,Ensemble_1,Wide,0
Neuron_1,413,4.930141811531419,Ensemble_1,Wide,0
Neuron_1,414,3.740046556884912,Ensemble_1,Wide,0
Neuron_1,415,3.321754927001776,Ensemble_1,Wide,0
Neuron_1,416,4.346427619681339,Ensemble_1,Wide,0
Neuron_1,417,4.36690447167744,Ensemble_1,Wide,0
Neuron_1,418,4.273545971449634,Ensemble_1,Wide,0
Neuron_1,419,3.261534602179105,Ensemble_1,Wide,0
Neuron_1,420,1.9538275706746864,Ensemble_1,Wide,0
Neuron_1,421,2.678842881202657,Ensemble_1,Wide,0
Neuron_1,422,1.6307055982111918,Ensemble_1,Wide,0
Neuron_1,423,1.877797246351273,Ensemble_1,Wide,0
Neuron_1,424,2.809352485650205,Ensemble_1,Wide,0
Neuron_1,425,2.1931773811157425,Ensemble_1,Wide,0
Neuron_1,426,1.7741562607563373,Ensemble_1,Wide,0
Neuron_1,427,1.3803944578755138,Ensemble_1,Wide,0
Neuron_1,428,1.745547967636221,Ensemble_1,Wide,0
Neuron_1,429,1.5612773320196849,Ensemble_1,Wide,0
Neuron_1,430,1.6304144498029869,Ensemble_1,Wide,0
Neuron_1,431,1.804413541323945,Ensemble_1,Wide,0
Neuron_1,432,1.7093549530041037,Ensemble_1,Wide,0
Neuron_1,433,1.1483459590204272,Ensemble_1,Wide,0
Neuron_1,434,1.9401270671987425,Ensemble_1,Wide,0
Neuron_1,435,1.7213004247396049,Ensemble_1,Wide,0
Neuron_1,436,1.707797998330983,Ensemble_1,Wide,0
Neuron_1,437,1.9977935474633857,Ensemble_1,Wide,0
Neuron_1,438,1.71595669231161,Ensemble_1,Wide,0
Neuron_1,439,2.1177483948706115,Ensemble_1,Wide,0
Neuron_1,440,1.9535183380267784,Ensemble_1,Wide,0
Neuron_1,441,1.91035508541689,Ensemble_1,Wide,0
Neuron_1,442,1.8367948106724847,Ensemble_1,Wide,0
